SDSS,petroR90_g,b_a,TT,Bar,RA,DE,hubble,ellip
J11012647+09472000,6.63,0.924,-2,0,165.36029,9.788889,S0,-99
J11092745+09463233,46.43,0.81,3,0,167.36437,9.775647,Sb,-99
J11121238+09495985,4.92,0.607,-3,0,168.05158,9.833292,S0,-99
J11334413+10051913,15.01,0.372,3,0,173.43387,10.088647,Sb,-99
J11353988+10100272,10.03,0.776,-3,0,173.91617,10.167422,S0,-99
J11360997+10032001,58.02,0.854,4,0,174.04154,10.055558,Sb,-99
J11410368+10133034,60.69,0.67,5,8,175.26533,10.225094,SBc,-99
J11422373+10155089,19.5,0.666,3,0,175.59887,10.264136,Sb,-99
J11432897+10094270,79.09,0.494,5,0,175.87071,10.161861,Sc,-99
J11434176+10144383,14.31,0.587,3,0,175.924,10.245508,Sb,-99
J11594864+10215945,14.99,0.628,1,0,179.95267,10.366514,Sa,-99
J12043411+10195157,8.04,0.494,1,0,181.14212,10.330992,Sa,-99
J12052322+10224619,21.41,0.674,-5,0,181.34675,10.379497,E3,3
J12065727+10170214,13.78,0.512,1,0,181.73862,10.283928,Sa,-99
J12063013+10175122,16.78,0.85,3,0,181.62554,10.297561,Sb,-99
J12181464+10211451,50.76,0.743,6,0,184.561,10.354031,Sc,-99
J12192941+10202544,7.6,0.411,3,0,184.87254,10.3404,Sb,-99
J12202953+10144263,16.94,0.546,2,0,185.12304,10.245175,Sa,-99
J10595463+10053027,15.03,0.522,0,0,164.97762,10.091742,S0,-99
J11012480+10134624,11.94,0.397,0,0,165.35333,10.229511,S0,-99
J11022073+10143523,13.74,0.82,-5,0,165.58637,10.243119,E2,2
J11035861+10062284,16.11,0.794,3,0,165.99421,10.106344,Sb,-99
J11050815+10165311,8.84,0.953,-5,0,166.28396,10.281419,E0,0
J11111874+10202027,4.08,0.709,1,0,167.82808,10.338964,Sa,-99
J11521809+10355248,32.65,0.611,5,0,178.07537,10.597911,Sc,-99
J12001429+10414827,16.73,0.881,-5,0,180.05954,10.696742,E1,1
J12012532+10381637,10.87,0.749,-5,0,180.3555,10.637881,E3,3
J12031892+10475432,7.54,0.786,-3,0,180.82883,10.798422,S0,-99
J12044472+10464204,14.98,0.672,-3,0,181.18633,10.778344,S0,-99
J12051145+10401420,12.89,0.399,4,0,181.29771,10.670611,Sb,-99
J12051405+10364760,18.73,0.639,-5,0,181.30854,10.613222,E4,4
J12052748+10420441,8.02,0.697,-3,0,181.3645,10.701225,S0,-99
J12112035+10434443,11.56,0.71,4,0,182.83479,10.729008,Sb,-99
J12162144+10481568,8.27,0.36,3,0,184.08933,10.804356,Sb,-99
J12233146+10412323,4.85,0.892,-2,0,185.88108,10.689786,S0,-99
J12264343+10462238,11.95,0.964,-2,0,186.68096,10.772883,S0,-99
J10594311+10274492,14.99,0.762,1,0,164.92962,10.462478,Sa,-99
J11004535+10331136,26.07,0.783,-5,0,165.18896,10.553156,E2,2
J11004785+10354165,4.12,0.675,0,0,165.19937,10.594903,S0,-99
J11005674+10301513,12.79,0.677,-5,0,165.23642,10.504203,E3,3
J11011481+10285200,11.37,0.748,0,0,165.31171,10.481111,S0,-99
J11173322+10460494,14.87,0.829,-5,0,169.38842,10.768039,E2,2
J11363411+10595126,20.36,0.891,-3,0,174.14212,10.997572,S0,-99
J11490705+11023885,14.12,0.769,-3,0,177.27937,11.044125,S0,-99
J12012924+11120694,10.5,0.73,1,0,180.37183,11.201928,Sa,-99
J12030803+11092031,10.93,0.771,-2,0,180.78346,11.155642,S0,-99
J12043858+11030041,18.3,0.457,3,0,181.16075,11.050114,Sb,-99
J12050557+11034170,15.14,0.826,-5,0,181.27321,11.061583,E2,2
J12082391+11103576,18.64,0.519,1,0,182.09962,11.1766,Sa,-99
J12205467+11094250,59.87,0.626,3,0,185.22779,11.161806,Sb,-99
J12293279+11125586,12.26,0.949,0,0,187.38662,11.215517,S0,-99
J08464626+32015351,13.4,0.903,-3,0,131.69275,32.031531,S0,-99
J09393862+38535863,11.41,0.967,-3,0,144.91092,38.899619,S0,-99
J09433596+39103870,9.59,0.801,-2,0,145.89983,39.177417,S0,-99
J09444034+39230706,30.05,0.849,4,0,146.16808,39.385294,Sb,-99
J09451339+39261863,33.51,0.483,5,0,146.30579,39.438508,Sc,-99
J09475052+39320228,19.36,0.587,4,0,146.9605,39.533967,Sb,-99
J09522769+39592559,14.72,0.977,0,0,148.11537,39.990442,S0,-99
J10164511+42102552,0.66,0.9,0,0,154.18796,42.173756,S0,-99
J10175005+42123458,9.88,0.899,-3,0,154.45854,42.209606,S0,-99
J10271016+42520955,9.54,0.727,-2,72,156.79233,42.869319,S0,-99
J10311424+43081480,58.22,0.847,6,8,157.80933,43.137444,SBc,-99
J10324982+43102625,12.42,0.492,3,0,158.20758,43.173958,Sb,-99
J10363677+43302446,11.98,0.252,3,0,159.15321,43.506794,Sb,-99
J10371933+43351532,22.48,0.67,-5,0,159.33054,43.587589,E3,3
J10440368+43541207,19.15,0.688,-5,0,161.01533,43.903353,E3,3
J10444071+44035808,13.83,0.616,2,0,161.16962,44.066133,Sa,-99
J11010270+44531786,19.7,0.717,3,0,165.26125,44.888294,Sb,-99
J11083009+45075088,13.14,0.937,5,0,167.12537,45.1308,Sc,-99
J11480330+46102850,8.28,0.573,-5,0,177.01375,46.174583,E4,4
J08030874+24392313,13.62,0.36,1,0,120.78642,24.656425,Sa,-99
J08031652+24403637,12.5,0.639,-5,0,120.81883,24.676769,E4,4
J08050540+25034541,19.85,0.2,5,0,121.2725,25.062614,Sc,-99
J08160079+27043319,58.02,0.796,5,4,124.00329,27.075886,SBc,-99
J08333044+30132016,17.91,0.643,4,8,128.37683,30.222267,SBb,-99
J08524063+33215163,18.18,0.315,2,96,133.16929,33.364342,SBa,-99
J09082638+35375509,4.51,0.753,3,0,137.10992,35.631969,Sb,-99
J09095307+35421741,7.98,0.505,2,0,137.47112,35.704836,Sa,-99
J09105794+35480068,14.01,0.85,3,8,137.74142,35.800189,SBb,-99
J09142274+36185712,7.75,0.364,3,0,138.59475,36.315867,Sb,-99
J09422759+39393073,14.24,0.523,0,0,145.61496,39.658536,S0,-99
J09441074+39382986,10.08,0.94,4,4,146.04475,39.641628,SBb,-99
J09442113+39495945,14.37,0.678,3,0,146.08804,39.833181,Sb,-99
J09565812+40550248,17.8,0.719,-5,0,149.24217,40.917356,E3,3
J10033315+41374076,18.05,0.901,-5,0,150.88812,41.627989,E1,1
J10201827+42491848,75.74,0.226,5,0,155.07612,42.8218,Sc,-99
J10204996+42581944,46.32,0.763,-3,0,155.20817,42.972067,S0,-99
J10210054+42590710,21.18,0.62,-3,0,155.25225,42.985306,S0,-99
J10301152+43263568,7.45,0.55,3,0,157.548,43.443244,Sb,-99
J10541007+44553400,25.87,0.713,3,0,163.54196,44.926111,Sb,-99
J10565312+44565664,9.69,0.647,-3,0,164.22133,44.949067,S0,-99
J11015899+45134093,6.04,0.655,5,4,165.49579,45.228036,SBc,-99
J11040767+45180883,44.52,0.465,0,0,166.03196,45.302453,S0,-99
J11062393+45304026,11.28,0.899,4,8,166.59971,45.511183,SBb,-99
J11074549+45313484,8.2,0.733,-2,4,166.93954,45.526344,S0,-99
J11342849+46213806,25.66,0.826,-3,0,173.61871,46.360572,S0,-99
J11404735+46322581,17.8,0.8,-5,0,175.19729,46.540503,E2,2
J12045600+46590021,13.1,0.83,-3,0,181.23333,46.983392,S0,-99
J07591719+24270736,21.6,0.228,5,0,119.82162,24.452044,Sc,-99
J08292734+30163279,16.261,0.848,5,4,127.36392,30.275775,SBc,-99
J08405114+31585344,10.36,0.63,-5,0,130.21308,31.981511,E4,4
J08492482+33222165,19.44,0.653,-5,0,132.35342,33.372681,E3,3
J08570403+34294091,9.12,0.466,3,0,134.26679,34.494697,Sb,-99
J09202448+37312116,10.53,0.924,5,0,140.102,37.522544,Sc,-99
J09283755+38322119,23.98,0.221,7,0,142.15646,38.539219,Sc,-99
J09493792+40412510,15.29,0.685,-3,0,147.408,40.690306,S0,-99
J09520402+40512947,24.25,0.546,3,0,148.01675,40.858186,Sb,-99
J10081157+42250730,19.03,0.335,2,0,152.04821,42.418694,Sa,-99
J10303852+44004579,16.82,0.65,-5,0,157.6605,44.012719,E4,4
J10332972+44043427,8.04,0.663,3,4,158.37383,44.076186,SBb,-99
J10333162+44042129,11.8,0.163,5,0,158.38175,44.072581,Sc,-99
J10554497+45240153,11.7,0.751,-5,0,163.93737,45.400425,E2,2
J11013398+45391394,16.171,0.64,3,0,165.39158,45.653872,Sb,-99
J11064916+45575260,17.1,0.862,-3,0,166.70483,45.964611,S0,-99
J11070416+45491963,17.7,0.275,2,0,166.76733,45.822119,Sa,-99
J11072592+45494757,15.95,0.928,4,8,166.858,45.829881,SBb,-99
J11080830+45590461,24.53,0.291,5,0,167.03458,45.984614,Sc,-99
J11222115+46254986,15.53,0.928,-5,0,170.58812,46.430517,E1,1
J11413752+47044736,15.64,0.894,-5,0,175.40633,47.079822,E1,1
J11454574+47102896,10.43,0.684,-5,0,176.44058,47.174711,E3,3
J12032477+47215009,16.9,0.511,-3,0,180.85321,47.363914,S0,-99
J07594362+25144513,5.08,0.424,1,0,119.93175,25.245869,Sa,-99
J08011274+25332303,14.83,0.711,3,0,120.30308,25.556397,Sb,-99
J08025292+25525562,5.87,0.492,0,0,120.7205,25.882117,S0,-99
J08032012+25484108,16.5,0.749,4,0,120.83383,25.811411,Sb,-99
J08113778+27321757,8.34,0.687,-3,0,122.90742,27.538214,S0,-99
J08244328+29592347,1.82,0.52,-3,0,126.18033,29.989853,S0,-99
J08245753+29532086,16.91,0.576,3,0,126.23971,29.889128,Sb,-99
J08280564+30270772,10.41,0.892,-5,0,127.0235,30.452144,E1,1
J08282213+30263551,21.53,0.95,3,4,127.09221,30.443197,SBb,-99
J08283164+30255274,22.77,0.756,-5,0,127.13183,30.431317,E2,2
J08294135+30411670,15.22,0.775,-3,0,127.42229,30.687972,S0,-99
J08295906+30434013,22.05,0.885,3,72,127.49608,30.727814,SBb,-99
J08321948+31112690,12.51,0.702,5,0,128.08117,31.190806,Sc,-99
J08351223+31421526,14.54,0.798,-5,0,128.80096,31.704239,E2,2
J08413331+32384189,12.65,0.69,1,0,130.38879,32.644969,Sa,-99
J08415306+32520530,15.95,0.365,3,96,130.47108,32.868139,SBb,-99
J09025337+35544052,9.36,0.861,-3,0,135.72237,35.911256,S0,-99
J09183796+37520618,14.61,0.954,1,0,139.65817,37.868383,Sa,-99
J09241752+38334827,5.82,0.484,1,0,141.073,38.563408,Sa,-99
J09303128+39175008,9.61,0.904,-2,0,142.63033,39.297244,S0,-99
J09320964+39301675,24.34,0.555,1,8,143.04017,39.504653,SBa,-99
J09414347+40275687,34.02,0.497,7,4,145.43112,40.465797,SBc,-99
J10025627+42240445,13.89,0.725,3,0,150.73446,42.401236,Sb,-99
J10101703+43041366,12.57,0.501,6,0,152.57096,43.070461,Sc,-99
J10250392+43593130,12.91,0.68,-3,0,156.26633,43.992028,S0,-99
J10344118+44373131,11.57,0.535,-2,0,158.67158,44.625364,S0,-99
J10350483+44444476,11.33,0.96,-5,0,158.77012,44.745767,E0,0
J10350899+44455752,15.23,0.899,-2,0,158.78746,44.765978,S0,-99
J10362789+44525779,15.58,0.932,3,4,159.11621,44.882719,SBb,-99
J10380641+44504085,12.2,0.367,2,0,159.52671,44.844681,Sa,-99
J10404461+45093997,10.1,0.872,4,0,160.18587,45.161103,Sb,-99
J10451600+45135731,6.48,0.577,-2,8,161.31667,45.232586,S0,-99
J10530023+45390513,8.62,0.643,0,0,163.25096,45.651425,S0,-99
J10561541+45561427,9.7,0.843,-5,0,164.06421,45.937297,E2,2
J10592735+46072055,75.12,0.407,5,4,164.86396,46.122375,SBc,-99
J11042692+46095310,13.95,0.583,-2,0,166.11217,46.16475,S0,-99
J11071968+46225998,16.351,0.656,-5,0,166.832,46.383328,E3,3
J11072334+46203631,8.26,0.768,-2,0,166.84725,46.343419,S0,-99
J11101542+46262955,11.71,0.392,3,4,167.56425,46.441542,SBb,-99
J11203411+46492825,14.41,0.875,-5,0,170.14212,46.824514,E1,1
J11195516+46455582,7.93,0.608,-2,0,169.97983,46.765506,S0,-99
J11205319+46490958,9.28,0.66,-2,72,170.22162,46.819328,S0,-99
J11231398+46595203,10.85,0.446,-2,0,170.80825,46.997786,S0,-99
J11261775+46582680,23.36,0.678,0,0,171.57396,46.974111,S0,-99
J11263083+46595430,6.9,0.464,-2,0,171.62846,46.998417,S0,-99
J11292711+47131797,3.72,0.511,0,0,172.36296,47.221658,S0,-99
J11380481+47222191,3.43,0.362,1,0,174.52004,47.372753,Sa,-99
J11382114+47261442,18.99,0.453,-2,0,174.58808,47.437339,S0,-99
J11381583+47261276,5.73,0.64,-2,0,174.56596,47.436878,S0,-99
J11592000+47424150,15.81,0.73,3,0,179.83333,47.711528,Sb,-99
J07573740+25131606,7.12,0.848,0,0,119.40583,25.221128,S0,-99
J08000448+25395342,10.75,0.477,3,0,120.01867,25.664839,Sb,-99
J08034242+26271953,17.26,0.692,-5,0,120.92675,26.455425,E3,3
J08034974+26304577,9.4,0.851,-5,0,120.95725,26.512714,E1,1
J08101616+27461821,5.3,0.518,-2,0,122.56733,27.771725,S0,-99
J08152339+28440725,21.22,0.759,6,0,123.84746,28.735347,Sc,-99
J08404399+33120590,9.62,0.909,-2,32,130.18329,33.201639,S0,-99
J08440890+33305663,25.4,0.187,5,0,131.03708,33.515731,Sc,-99
J08481308+34104000,21.71,0.813,-5,0,132.0545,34.177778,E2,2
J08543215+35092024,9.41,0.812,-5,0,133.63396,35.155622,E2,2
J08581487+35390100,3.61,0.628,-3,0,134.56196,35.650278,S0,-99
J09054734+36464327,9.55,0.961,3,4,136.44725,36.778686,SBb,-99
J09121852+37405718,7.46,0.294,3,0,138.07717,37.68255,Sb,-99
J09240030+38520087,6.56,0.7,-3,0,141.00125,38.866908,S0,-99
J09284558+39254162,10.7,0.797,-2,0,142.18992,39.428228,S0,-99
J09334188+39590272,23.22,0.54,6,0,143.4245,39.984089,Sc,-99
J09393416+40400609,13.05,0.929,6,8,144.89233,40.668358,SBc,-99
J10154912+43471730,10.95,0.62,-3,0,153.95467,43.788139,S0,-99
J10335072+45063505,42.34,0.746,3,0,158.46133,45.109736,Sb,-99
J10350859+45050473,47.4,0.799,3,8,158.78579,45.084647,SBb,-99
J10363185+45164581,15.15,0.795,-5,0,159.13271,45.279392,E2,2
J10401216+45302244,11.93,0.87,2,4,160.05067,45.506233,SBa,-99
J10452837+45404207,10.17,0.739,-5,0,161.36821,45.678353,E3,3
J10534651+46130806,19.9,0.991,-2,0,163.44379,46.218906,S0,-99
J11052876+46491635,7.87,0.648,-5,0,166.36983,46.821208,E4,4
J11080064+46510259,17.49,0.312,5,0,167.00267,46.850719,Sc,-99
J11094370+46485140,12.18,0.791,-3,0,167.43208,46.814278,S0,-99
J11112736+47020792,17.03,0.933,-5,0,167.864,47.035533,E1,1
J11105628+46563870,9.85,0.924,7,4,167.7345,46.944083,SBc,-99
J11155848+47034852,8.141,0.251,2,80,168.99367,47.063478,SBa,-99
J11174154+47050022,15.83,0.731,-5,0,169.42308,47.083394,E3,3
J11275491+47234613,21.14,0.688,4,0,171.97879,47.396147,Sb,-99
J11511669+47580617,27.91,0.678,5,0,177.81954,47.968381,Sc,-99
J11512491+47544995,15.11,0.406,7,72,177.85379,47.913875,SBc,-99
J09251323+39295003,13.34,0.314,3,32,141.30512,39.497231,SBb,-99
J10573900+46430259,20.76,0.483,4,72,164.4125,46.717386,SBb,-99
J11083206+47201075,23.64,0.429,1,8,167.13358,47.336319,SBa,-99
J11112336+47215692,14.24,0.512,6,68,167.84733,47.365811,SBc,-99
J11241733+47505103,15.54,0.885,-5,0,171.07221,47.847508,E1,1
J11303056+47580877,8,0.335,2,0,172.62733,47.969103,Sa,-99
J11522922+48273226,14.41,0.466,3,4,178.12175,48.458961,SBb,-99
J12025067+48381037,47.65,0.76,5,0,180.71112,48.636214,Sc,-99
J12044735+48341150,15.39,0.787,-5,0,181.19729,48.569861,E2,2
J12054596+48351876,20.6,0.853,-3,0,181.4415,48.588544,S0,-99
J10522596+10325010,16.351,0.907,3,0,163.10817,10.54725,Sb,-99
J09020126+07225290,10.97,0.99,2,0,135.50525,7.381361,Sa,-99
J09105878+07521889,11.33,0.641,4,0,137.74492,7.871914,Sb,-99
J09200862+08090134,5.84,0.563,0,64,140.03592,8.150372,S0,-99
J09244054+08151576,13.18,0.555,3,0,141.16892,8.254378,Sb,-99
J09263103+08210382,5.47,0.526,0,0,141.62929,8.351061,S0,-99
J09383446+08531650,10.44,0.333,3,0,144.64358,8.887917,Sb,-99
J09451440+09063721,70.2,0.458,5,0,146.31,9.110336,Sc,-99
J09460602+09054085,11.47,0.655,-5,0,146.52508,9.094681,E3,3
J09462262+09095473,27.36,0.423,5,8,146.59425,9.165203,SBc,-99
J09474531+09082321,11.43,0.663,0,4,146.93879,9.139781,S0,-99
J09573564+09313511,10.06,0.509,2,0,149.3985,9.526419,Sa,-99
J10182926+10004929,6.17,0.854,-2,32,154.62192,10.013692,S0,-99
J10254423+10223050,13.6,0.668,-3,0,156.43429,10.375139,S0,-99
J10342772+10250619,12.68,0.478,1,0,158.6155,10.418386,Sa,-99
J10390935+10314971,8.51,0.426,1,0,159.78896,10.530475,Sa,-99
J10493822+10494806,12.53,0.867,-2,0,162.40925,10.830017,S0,-99
J10514793+10515833,5.16,0.778,-2,0,162.94971,10.866203,S0,-99
J10525978+10495212,8.83,0.301,0,16,163.24908,10.831144,S0,-99
J10543509+11004660,14.32,0.609,3,0,163.64621,11.012944,Sb,-99
J08073971+05245050,10.18,0.761,-3,0,121.91546,5.414028,S0,-99
J08224488+06111954,11.51,0.774,1,8,125.687,6.188761,SBa,-99
J08294242+06231771,38,0.658,3,4,127.42675,6.388253,SBb,-99
J08490787+07222314,30.19,0.752,3,0,132.28279,7.373094,Sb,-99
J08553160+07355447,17.36,0.785,-5,0,133.88167,7.598464,E2,2
J08575296+07445920,16.48,0.793,3,0,134.47067,7.749778,Sb,-99
J08593927+07492317,60.33,0.645,2,4,134.91362,7.823103,SBa,-99
J09001105+07433388,21.55,0.794,3,4,135.04604,7.726078,SBb,-99
J09001815+07453551,21.11,0.72,-5,0,135.07562,7.759864,E3,3
J09044983+08021496,12.09,0.774,-2,0,136.20762,8.037489,S0,-99
J09125730+08222309,9.46,0.644,4,0,138.23875,8.373081,Sb,-99
J09223515+08451280,11.32,0.578,2,0,140.64646,8.753556,Sa,-99
J09224471+08445224,9.63,0.725,-3,0,140.68629,8.747844,S0,-99
J09432980+09251472,17.43,0.725,-2,72,145.87417,9.420756,S0,-99
J09452937+09361040,5.41,0.665,-2,4,146.37237,9.602889,S0,-99
J09563191+09491989,21.29,0.713,2,0,149.13296,9.822192,Sa,-99
J09575198+09510462,8.83,0.74,3,4,149.46658,9.851283,SBb,-99
J09594245+09570713,16.55,0.733,3,0,149.92687,9.951981,Sb,-99
J10014228+09555819,9.99,0.683,-5,0,150.42617,9.932831,E3,3
J10232706+10361259,9.54,0.71,-2,0,155.86275,10.603497,S0,-99
J10232753+10343783,7.37,0.396,1,0,155.86471,10.577175,Sa,-99
J10270088+10431325,11.33,0.457,3,0,156.75367,10.720347,Sb,-99
J10393954+11013556,21.51,0.894,-3,0,159.91475,11.026544,S0,-99
J10410373+11054627,14.04,0.629,-2,0,160.26554,11.096186,S0,-99
J10543104+11270969,25.19,0.442,5,0,163.62933,11.452692,Sc,-99
J08073456+05453132,8.34,0.318,0,16,121.894,5.7587,S0,-99
J08251625+06460431,17.75,0.435,5,0,126.31771,6.767864,Sc,-99
J09024132+08164242,9.77,0.917,-3,0,135.67217,8.27845,S0,-99
J09024539+08161188,9.88,0.544,2,72,135.68912,8.269967,SBa,-99
J09322598+09265504,9.56,0.736,-5,0,143.10825,9.448622,E3,3
J09340271+09284512,42.55,0.6,5,0,143.51129,9.4792,Sc,-99
J09350580+09385709,8.23,0.893,-3,0,143.77417,9.649192,S0,-99
J09380519+09370014,21.81,0.881,-5,0,144.52162,9.616706,E1,1
J09385346+09450066,16.6,0.724,6,0,144.72275,9.750183,Sc,-99
J09424877+09470196,18.94,0.888,-5,0,145.70321,9.783878,E1,1
J09424132+09543817,11.1,0.62,0,0,145.67217,9.910603,S0,-99
J09575670+10255678,10.51,0.376,0,16,149.48625,10.432439,S0,-99
J09582407+10214623,7.95,0.584,0,4,149.60029,10.362842,S0,-99
J09590512+10214000,11.13,0.972,1,0,149.77133,10.361111,Sa,-99
J09593763+10195649,44.79,0.971,2,4,149.90679,10.332358,SBa,-99
J10035680+10302812,12.85,0.275,3,0,150.98667,10.507811,Sb,-99
J10092012+10463591,20.42,0.888,3,0,152.33383,10.776642,Sb,-99
J10261375+11023207,7.9,0.669,-2,0,156.55729,11.042242,S0,-99
J10270585+11031751,10.8,0.635,-3,0,156.77437,11.054864,S0,-99
J10272197+11044789,22.67,0.326,3,0,156.84154,11.079969,Sb,-99
J10275600+11144464,9.32,0.596,-3,0,156.98333,11.245733,S0,-99
J10434602+11293854,23.29,0.597,3,72,160.94175,11.494039,SBb,-99
J10510200+11373406,7.64,0.518,-3,0,162.75833,11.626128,S0,-99
J10560237+11521987,21.68,0.627,-5,0,164.00987,11.872186,E4,4
J08224702+06595944,8.92,0.743,-3,0,125.69592,6.999844,S0,-99
J08245357+07012976,14.41,0.885,3,72,126.22321,7.024933,SBb,-99
J08384351+07482374,11.12,0.942,-3,0,129.68129,7.806594,S0,-99
J09320132+09484479,25.08,0.755,4,4,143.0055,9.812442,SBb,-99
J09323658+09502592,14.17,0.847,3,8,143.15242,9.840533,SBb,-99
J09340013+10014631,24.18,0.38,4,0,143.50054,10.029531,Sb,-99
J09342664+09545914,22.07,0.351,5,0,143.611,9.916428,Sc,-99
J09364777+10055110,9.68,0.365,2,0,144.19904,10.097528,Sa,-99
J09400114+10133357,11.47,0.328,5,0,145.00475,10.225992,Sc,-99
J09495158+10255513,13.5,0.314,5,0,147.46492,10.431981,Sc,-99
J09540223+10362966,29.87,0.757,-5,0,148.50929,10.608239,E2,2
J09542965+10353009,4.94,0.436,0,0,148.62354,10.591692,S0,-99
J10035546+10530053,10.72,0.752,-5,0,150.98108,10.883481,E2,2
J10204995+11221984,33.82,0.681,3,4,155.20812,11.372178,SBb,-99
J10210337+11193171,10.45,0.716,-5,0,155.26404,11.325475,E3,3
J10250166+11300600,11.34,0.926,-5,0,156.25692,11.501667,E1,1
J10265067+11395766,20.91,0.525,0,0,156.71112,11.666017,S0,-99
J10315843+11362279,5.96,0.503,-3,0,157.99346,11.606331,S0,-99
J10332666+11500172,19.78,0.704,5,8,158.36108,11.833811,SBc,-99
J10413188+11575854,9.05,0.757,3,32,160.38283,11.966261,SBb,-99
J10433907+12033834,20.96,0.926,4,8,160.91279,12.06065,SBb,-99
J10532141+12050730,21.25,0.668,3,0,163.33921,12.085361,Sb,-99
J09411657+10384914,13.27,0.471,3,0,145.31904,10.646983,Sb,-99
J09413149+10382942,18.95,0.895,-3,0,145.38121,10.641506,S0,-99
J09512814+10551223,15.03,0.737,-5,0,147.86725,10.920064,E3,3
J09550702+11022233,15.82,0.862,0,0,148.77925,11.039536,S0,-99
J09563476+11094745,14.18,0.784,-5,0,149.14483,11.163181,E2,2
J09564180+11114471,15.81,0.692,1,4,149.17417,11.195753,SBa,-99
J09592412+11111589,10.06,0.963,-3,0,149.8505,11.187747,S0,-99
J09592934+11120246,27.23,0.672,2,0,149.87225,11.200683,Sa,-99
J10002085+11200899,28.06,0.725,4,0,150.08687,11.335831,Sb,-99
J10005699+11105558,38.66,0.916,4,0,150.23746,11.182106,Sb,-99
J10021350+11191100,13.49,0.843,2,32,150.55625,11.319722,SBa,-99
J10103929+11364528,7.59,0.836,-2,0,152.66371,11.612578,S0,-99
J10165092+11464825,27.03,0.931,2,0,154.21217,11.780069,Sa,-99
J10213360+11574403,22.7,0.747,4,0,155.39,11.962231,Sb,-99
J10263610+12022467,39.58,0.606,3,0,156.65042,12.040186,Sb,-99
J10321692+12032187,14.25,0.663,4,0,158.0705,12.056075,Sb,-99
J10325388+12044633,5.88,0.356,0,0,158.2245,12.079536,S0,-99
J10325495+12022512,12.54,0.851,-5,0,158.22896,12.040311,E1,1
J10330163+12061236,10.32,0.547,0,0,158.25679,12.103433,S0,-99
J10354990+12121274,13.25,0.734,-5,0,158.95792,12.203539,E3,3
J10391315+12113095,13.01,0.295,3,0,159.80479,12.191931,Sb,-99
J10403123+12173985,31.89,0.877,5,0,160.13012,12.294403,Sc,-99
J10503053+12300822,45.89,0.807,4,8,162.62721,12.502283,SBb,-99
J08312477+27344801,22.58,0.192,6,0,127.85321,27.580003,Sc,-99
J08382309+28385593,13.33,0.517,0,0,129.59621,28.648869,S0,-99
J08383577+28442194,19.34,0.914,2,8,129.64904,28.739428,SBa,-99
J08391583+28503877,25.68,0.857,-5,0,129.81596,28.844103,E1,1
J08424542+29235984,7.71,0.464,1,0,130.68925,29.399956,Sa,-99
J08495487+30230096,10.43,0.52,1,0,132.47862,30.3836,Sa,-99
J09073491+32572298,17.47,0.397,1,0,136.89546,32.956383,Sa,-99
J09104643+33223906,11,0.445,3,4,137.69346,33.377517,SBb,-99
J09160086+34003069,28.73,0.93,0,0,139.00358,34.008525,S0,-99
J09162894+33591995,14.36,0.805,-5,0,139.12058,33.988875,E2,2
J09183395+34173814,11.86,0.278,3,0,139.64146,34.293928,Sb,-99
J09192951+34181022,8.66,0.66,5,0,139.87296,34.302839,Sc,-99
J09271011+35172735,6.88,0.506,0,0,141.79212,35.290931,S0,-99
J09294757+35315161,10.22,0.51,0,0,142.44821,35.531003,S0,-99
J09391725+36334390,11.38,0.674,-3,0,144.82187,36.562194,S0,-99
J09392238+36342854,12.52,0.746,3,0,144.84325,36.574594,Sb,-99
J07491292+20204410,19.27,0.568,3,0,117.30383,20.345583,Sb,-99
J07493051+20213530,10.91,0.489,-3,0,117.37712,20.359806,S0,-99
J08023569+22531260,10.31,0.448,6,0,120.64871,22.886833,Sc,-99
J08132579+25073705,7.95,0.686,1,0,123.35746,25.126958,Sa,-99
J08285624+27444848,20.49,0.618,4,0,127.23433,27.7468,Sb,-99
J08300260+27524210,20.84,0.46,3,72,127.51083,27.878361,SBb,-99
J08384809+29221155,11.05,0.779,-3,0,129.70037,29.369875,S0,-99
J08402920+29264078,10.08,0.76,0,32,130.12167,29.444661,S0,-99
J08562964+31491342,9.85,0.674,3,8,134.1235,31.820394,SBb,-99
J09015123+32372359,16.62,0.788,-5,0,135.46346,32.623219,E2,2
J09053908+33002465,14.61,0.723,4,0,136.41283,33.006847,Sb,-99
J09075045+33280526,13.52,0.675,-5,0,136.96021,33.468128,E3,3
J09125641+34034512,17.65,0.239,5,0,138.23504,34.062533,Sc,-99
J09172424+34402775,6.96,0.672,-3,0,139.351,34.674375,S0,-99
J09431355+37232910,5.56,0.601,0,0,145.80646,37.391417,S0,-99
J09445215+37361266,20.76,0.383,7,68,146.21729,37.603517,SBc,-99
J07520590+21353072,11.34,0.844,3,0,118.02458,21.591867,Sb,-99
J07591382+22490410,13.08,0.207,3,0,119.80758,22.817806,Sb,-99
J08035919+23452044,16.33,0.88,-3,0,120.99662,23.755678,S0,-99
J08071028+24232126,26.26,0.905,2,0,121.79283,24.389239,Sa,-99
J08101073+24523194,17.41,0.901,3,0,122.54471,24.875539,Sb,-99
J08101123+24533508,22.57,0.134,6,0,122.54679,24.893078,Sc,-99
J08100606+24551953,9.77,0.548,-2,0,122.52525,24.922092,S0,-99
J08111591+25104532,0,0.625,6,8,122.81629,25.179256,SBc,-99
J08161693+25582791,2.75,0.884,-2,0,124.07054,25.974419,S0,-99
